Age,Gender,Location,Income Level,Financial Literacy,FinTech Product,Usage Frequency,Preferred Service Channel,Adoption Reason,Competitor,Transaction Fees (NGN),Loan Interest Rate (%),Subscription Fee (NGN),Digital Currency Usage,AI Financial Tool Usage,FinTech Satisfaction
46,Female,Kaduna,High,Novice,Mobile Banking App,Rarely,Mobile App,Security,Kuda,3.59,12.32,0,No,No,3
20,Female,Ibadan,Middle,Intermediate,Digital Payments,Weekly,Mobile App,Low Fees,Carbon,4.6,7.99,2000,No,No,4
61,Female,Kano,Middle,Novice,Mobile Banking App,Daily,USSD,Convenience,Opay,3.8,11.67,0,No,No,4
30,Male,Lagos,Middle,Novice,Mobile Banking App,Monthly,Agent Banking,Speed,Opay,4.3,16.18,2000,No,No,7
62,Female,Kano,Low,Intermediate,Investment Platforms,Monthly,Agent Banking,Speed,PalmPay,4.13,14.96,1000,No,No,5
27,Male,Enugu,Low,Expert,Mobile Banking App,Monthly,Mobile App,Speed,Paga,0.57,19.81,1000,Yes,Yes,8
53,Male,Enugu,High,Intermediate,Micro-Lending,Daily,Agent Banking,Security,FairMoney,1.06,11.17,0,No,No,3
26,Male,Port Harcourt,Middle,Expert,Mobile Banking App,Daily,Web Platform,Convenience,Kuda,2.41,11.77,2000,No,No,8
44,Male,Port Harcourt,Middle,Expert,Blockchain Services,Weekly,Web Platform,Security,FairMoney,1,3.42,0,No,No,9
51,Male,Kaduna,Low,Novice,Investment Platforms,Daily,USSD,Security,Opay,3.81,9.31,2000,Yes,No,9
18,Female,Port Harcourt,Middle,Expert,Blockchain Services,Monthly,USSD,Low Fees,Paga,0.82,18.64,0,No,No,9
49,Male,Port Harcourt,Low,Intermediate,Blockchain Services,Weekly,Agent Banking,Speed,Paga,2.37,8.63,1000,No,No,1
42,Male,Kaduna,Low,Expert,Micro-Lending,Monthly,USSD,Security,Carbon,2.27,15.91,500,No,No,9
46,Male,Abuja,Low,Intermediate,Investment Platforms,Daily,Agent Banking,Speed,Kuda,2.95,19.61,0,No,Yes,8
24,Female,Port Harcourt,Middle,Intermediate,Digital Payments,Weekly,USSD,Convenience,PalmPay,3.33,4.72,500,No,No,2
20,Female,Abuja,Low,Intermediate,Mobile Banking App,Weekly,Web Platform,Convenience,Paga,4.76,8.34,1000,No,No,3
37,Female,Abuja,Low,Novice,Micro-Lending,Weekly,Mobile App,Speed,Carbon,1.72,10.8,500,No,No,7
37,Female,Ibadan,Middle,Expert,Micro-Lending,Weekly,Mobile App,Speed,Kuda,3.5,6.65,2000,Yes,No,3
47,Female,Abuja,Middle,Novice,Digital Payments,Weekly,Web Platform,Convenience,Opay,0.66,2.72,500,Yes,No,2
52,Female,Abuja,Middle,Novice,Micro-Lending,Monthly,Mobile App,Convenience,PalmPay,0.5,10.7,0,Yes,No,4
52,Female,Port Harcourt,Middle,Novice,Digital Payments,Daily,Agent Banking,Security,Kuda,0.61,11.89,500,No,No,9
56,Male,Abuja,High,Novice,Digital Payments,Monthly,Agent Banking,Convenience,Carbon,2.52,13.45,2000,No,No,2
44,Male,Kano,Low,Novice,Digital Payments,Rarely,Web Platform,Security,FairMoney,3,16.98,1000,No,Yes,1
43,Female,Kaduna,Low,Novice,Micro-Lending,Monthly,Web Platform,Convenience,Carbon,0.53,6.93,2000,No,No,7
31,Male,Port Harcourt,Middle,Novice,Digital Payments,Monthly,Web Platform,Security,Carbon,2.28,3.57,0,No,No,1
34,Male,Kaduna,Low,Novice,Micro-Lending,Daily,Web Platform,Low Fees,Carbon,0.68,4.07,2000,No,No,6
35,Female,Lagos,Middle,Novice,Investment Platforms,Weekly,Mobile App,Low Fees,Carbon,3.44,11.2,500,No,Yes,5
62,Male,Port Harcourt,Middle,Novice,Digital Payments,Monthly,Mobile App,Security,PalmPay,3.34,18.64,500,No,No,8
46,Male,Abuja,High,Expert,Micro-Lending,Weekly,Mobile App,Speed,Paga,4.03,19.69,2000,No,Yes,3
37,Female,Kano,High,Novice,Micro-Lending,Weekly,Agent Banking,Low Fees,Paga,2.96,6.09,500,No,No,3
44,Male,Kaduna,High,Novice,Micro-Lending,Rarely,USSD,Convenience,Opay,3.3,5.16,500,No,No,1
35,Female,Port Harcourt,Low,Novice,Mobile Banking App,Weekly,Agent Banking,Speed,Paga,1.76,8.69,0,No,Yes,4
21,Female,Kano,High,Novice,Mobile Banking App,Rarely,USSD,Convenience,Carbon,0.88,10.62,0,No,No,6
18,Male,Kaduna,Low,Intermediate,Digital Payments,Weekly,Web Platform,Low Fees,Paga,3.82,16.64,0,No,No,5
18,Male,Lagos,Middle,Novice,Investment Platforms,Monthly,Web Platform,Convenience,FairMoney,3.25,16.06,1000,No,No,7
43,Male,Enugu,Middle,Novice,Digital Payments,Monthly,Mobile App,Security,FairMoney,4.72,18.65,1000,No,No,1
62,Female,Lagos,Low,Novice,Blockchain Services,Weekly,Mobile App,Speed,Paga,4.95,17.52,0,No,No,3
37,Female,Enugu,Middle,Intermediate,Blockchain Services,Daily,USSD,Low Fees,Carbon,4.31,10.18,2000,No,No,4
40,Female,Ibadan,Low,Intermediate,Investment Platforms,Daily,USSD,Speed,PalmPay,4.94,2.83,2000,No,No,6
27,Male,Enugu,Low,Novice,Investment Platforms,Weekly,Mobile App,Security,Carbon,3.41,6.64,2000,No,No,4
28,Male,Ibadan,High,Novice,Investment Platforms,Rarely,Web Platform,Low Fees,Paga,0.91,13.18,0,Yes,No,7
58,Female,Port Harcourt,Low,Novice,Mobile Banking App,Weekly,Mobile App,Convenience,Paga,0.9,11.28,1000,No,No,3
58,Male,Ibadan,Low,Intermediate,Mobile Banking App,Daily,Web Platform,Speed,Opay,4.13,6.7,500,Yes,Yes,8
22,Male,Kano,Middle,Novice,Blockchain Services,Weekly,Web Platform,Low Fees,Carbon,1.57,4.8,2000,Yes,No,7
18,Female,Ibadan,High,Novice,Investment Platforms,Weekly,Agent Banking,Low Fees,Opay,0.77,6.28,0,No,Yes,3
34,Female,Kano,Low,Novice,Micro-Lending,Weekly,Agent Banking,Security,Opay,2.63,7.05,0,No,Yes,9
39,Male,Kaduna,Low,Novice,Blockchain Services,Rarely,USSD,Low Fees,Kuda,1.92,17.68,500,No,No,5
51,Female,Kaduna,High,Novice,Investment Platforms,Weekly,Web Platform,Low Fees,FairMoney,3.15,14.93,1000,No,No,2
62,Male,Enugu,Low,Novice,Micro-Lending,Weekly,Mobile App,Security,Opay,3.2,12.17,1000,No,No,9
58,Female,Enugu,Low,Novice,Investment Platforms,Weekly,Web Platform,Convenience,FairMoney,3.57,2.87,0,No,No,8
46,Female,Enugu,Middle,Novice,Digital Payments,Monthly,USSD,Convenience,Paga,3.09,16.87,500,No,No,8
21,Female,Ibadan,Middle,Intermediate,Micro-Lending,Weekly,Web Platform,Low Fees,Paga,2.21,12.17,1000,No,No,1
22,Male,Enugu,High,Novice,Digital Payments,Weekly,Web Platform,Convenience,Kuda,0.61,13.48,500,No,No,4
28,Male,Ibadan,Low,Intermediate,Mobile Banking App,Weekly,USSD,Security,Kuda,4.57,3.65,500,Yes,No,7
38,Female,Ibadan,High,Intermediate,Blockchain Services,Monthly,Web Platform,Convenience,Carbon,1.97,16.76,0,No,No,6
52,Female,Abuja,High,Intermediate,Investment Platforms,Daily,Agent Banking,Low Fees,Kuda,2.78,17.06,500,No,No,9
29,Female,Abuja,Low,Expert,Blockchain Services,Daily,USSD,Security,PalmPay,3.01,17.96,500,No,No,8
43,Male,Ibadan,Low,Novice,Investment Platforms,Daily,Agent Banking,Convenience,Paga,1.92,11.74,500,No,No,9
36,Female,Kaduna,High,Novice,Digital Payments,Rarely,USSD,Speed,Paga,1.89,9.4,2000,No,No,4
62,Female,Kano,Middle,Intermediate,Micro-Lending,Daily,Web Platform,Speed,FairMoney,1.67,3.78,500,No,No,8
24,Female,Port Harcourt,Middle,Intermediate,Micro-Lending,Monthly,Agent Banking,Security,Kuda,1.6,5.89,500,No,No,6
64,Female,Lagos,Middle,Intermediate,Investment Platforms,Weekly,Agent Banking,Convenience,FairMoney,0.64,6.45,0,Yes,No,9
24,Male,Abuja,Middle,Novice,Digital Payments,Weekly,Mobile App,Low Fees,Kuda,4.81,3.6,1000,Yes,No,1
43,Male,Ibadan,High,Intermediate,Investment Platforms,Monthly,Agent Banking,Speed,Paga,3.18,5.2,1000,No,No,6
57,Female,Lagos,Low,Expert,Investment Platforms,Weekly,Agent Banking,Convenience,Kuda,0.99,18.02,500,No,No,2
22,Male,Abuja,Low,Novice,Investment Platforms,Weekly,Web Platform,Convenience,Carbon,3.16,12.04,0,No,No,3
38,Male,Port Harcourt,High,Expert,Micro-Lending,Daily,Agent Banking,Low Fees,Kuda,1.55,15.88,0,No,No,9
31,Male,Kano,High,Novice,Investment Platforms,Weekly,Agent Banking,Low Fees,Kuda,1.9,7.31,500,No,No,5
21,Female,Ibadan,Middle,Novice,Micro-Lending,Rarely,Agent Banking,Convenience,Carbon,4.11,4.86,500,No,No,5
40,Male,Port Harcourt,High,Novice,Mobile Banking App,Rarely,Web Platform,Low Fees,Carbon,4.49,9.03,1000,No,No,1
59,Male,Kaduna,Middle,Novice,Digital Payments,Monthly,USSD,Security,Carbon,3.65,16.38,1000,No,Yes,2
37,Male,Abuja,Low,Intermediate,Mobile Banking App,Rarely,Web Platform,Speed,FairMoney,4.7,7.7,1000,No,No,9
32,Female,Ibadan,High,Intermediate,Investment Platforms,Rarely,Agent Banking,Speed,Paga,4.57,6.08,500,Yes,Yes,7
62,Female,Lagos,Middle,Intermediate,Micro-Lending,Monthly,USSD,Convenience,Kuda,2.98,2.89,1000,No,No,4
46,Male,Kaduna,Low,Novice,Digital Payments,Weekly,Web Platform,Convenience,Carbon,4.59,13.42,0,Yes,No,7
25,Male,Kaduna,Low,Novice,Blockchain Services,Weekly,Web Platform,Low Fees,Carbon,2.95,10.13,2000,No,Yes,2
58,Female,Enugu,Middle,Novice,Digital Payments,Rarely,USSD,Speed,Paga,0.97,7.03,2000,No,No,5
36,Female,Kano,High,Expert,Digital Payments,Weekly,Mobile App,Low Fees,PalmPay,4.23,11.6,2000,No,No,9
56,Male,Kaduna,Low,Novice,Investment Platforms,Monthly,Agent Banking,Convenience,Kuda,1.09,14.76,0,Yes,Yes,2
63,Male,Abuja,Low,Expert,Mobile Banking App,Daily,Mobile App,Convenience,PalmPay,1.92,6.83,2000,No,Yes,3
45,Female,Kano,Middle,Novice,Mobile Banking App,Daily,Agent Banking,Convenience,PalmPay,2.21,13.15,500,Yes,Yes,5
63,Female,Ibadan,High,Novice,Blockchain Services,Weekly,Agent Banking,Convenience,Carbon,4.13,7.05,500,No,No,5
44,Male,Enugu,Middle,Novice,Investment Platforms,Daily,Mobile App,Convenience,FairMoney,0.88,19.77,2000,Yes,No,8
21,Female,Port Harcourt,Middle,Novice,Digital Payments,Rarely,Mobile App,Convenience,Paga,2.5,15.32,2000,Yes,No,7
32,Male,Kano,Middle,Expert,Mobile Banking App,Daily,Agent Banking,Security,Kuda,2.47,13.05,1000,No,No,3
52,Male,Lagos,Low,Intermediate,Mobile Banking App,Weekly,USSD,Security,Kuda,3.12,5.52,0,No,No,5
54,Male,Abuja,Middle,Expert,Micro-Lending,Daily,USSD,Low Fees,Kuda,2.09,12.76,1000,No,No,8
18,Female,Lagos,Low,Expert,Digital Payments,Daily,Mobile App,Security,FairMoney,3.1,16.51,0,No,No,5
20,Male,Kano,High,Intermediate,Investment Platforms,Daily,Mobile App,Low Fees,PalmPay,4.94,15.4,1000,No,No,2
64,Male,Enugu,Low,Intermediate,Mobile Banking App,Rarely,Web Platform,Low Fees,Opay,0.82,16.12,500,No,No,2
41,Female,Port Harcourt,Middle,Intermediate,Investment Platforms,Monthly,USSD,Security,Paga,4.44,8.06,0,No,No,1
44,Female,Port Harcourt,Low,Intermediate,Digital Payments,Weekly,USSD,Speed,Opay,1.89,8.24,2000,No,No,6
57,Male,Lagos,Middle,Novice,Digital Payments,Rarely,Agent Banking,Low Fees,PalmPay,2.6,11.93,0,No,No,1
53,Male,Ibadan,Low,Novice,Mobile Banking App,Rarely,Web Platform,Convenience,Carbon,3.84,7.38,0,No,No,8
51,Female,Ibadan,Low,Intermediate,Blockchain Services,Weekly,Agent Banking,Low Fees,Opay,4.6,4.48,1000,Yes,Yes,1
46,Female,Enugu,Low,Novice,Investment Platforms,Weekly,Web Platform,Low Fees,Opay,0.54,10.57,2000,Yes,No,8
41,Female,Port Harcourt,Middle,Novice,Investment Platforms,Weekly,USSD,Speed,Paga,3.48,2.53,1000,No,No,6
41,Male,Lagos,Low,Expert,Micro-Lending,Daily,Agent Banking,Convenience,PalmPay,0.81,15.81,2000,Yes,No,9
59,Male,Lagos,Middle,Novice,Digital Payments,Daily,Web Platform,Speed,Paga,2.87,15.62,1000,No,No,3
21,Male,Lagos,Middle,Intermediate,Digital Payments,Weekly,Agent Banking,Speed,Carbon,3.87,12.16,2000,No,Yes,7
20,Female,Kano,Middle,Novice,Mobile Banking App,Daily,Web Platform,Speed,FairMoney,1.26,15.58,0,Yes,No,2
51,Male,Enugu,Middle,Intermediate,Mobile Banking App,Monthly,Mobile App,Low Fees,FairMoney,3.94,13.43,500,No,Yes,5
40,Female,Ibadan,High,Novice,Mobile Banking App,Monthly,Agent Banking,Convenience,FairMoney,1.89,14.71,2000,No,No,1
40,Male,Ibadan,Low,Expert,Micro-Lending,Daily,Mobile App,Convenience,Kuda,3.25,3.63,1000,Yes,No,5
62,Female,Kano,Low,Expert,Blockchain Services,Monthly,Web Platform,Speed,FairMoney,3.46,17.92,0,No,No,8
22,Male,Abuja,High,Expert,Mobile Banking App,Monthly,Agent Banking,Security,FairMoney,3.42,13.77,1000,No,No,3
48,Male,Kano,Low,Novice,Mobile Banking App,Weekly,Web Platform,Convenience,PalmPay,0.58,13.19,0,No,No,6
58,Female,Enugu,High,Novice,Mobile Banking App,Weekly,Web Platform,Convenience,FairMoney,1.19,9.28,0,Yes,No,4
23,Female,Lagos,Low,Expert,Micro-Lending,Daily,Mobile App,Speed,FairMoney,4.35,2.99,2000,No,No,8
54,Male,Kano,Middle,Expert,Investment Platforms,Daily,Agent Banking,Low Fees,Carbon,4.73,18.28,1000,No,No,2
27,Female,Lagos,Low,Expert,Blockchain Services,Weekly,USSD,Speed,Carbon,3.04,19.75,0,No,No,5
57,Female,Enugu,High,Intermediate,Investment Platforms,Weekly,Web Platform,Security,Opay,3.19,16.64,1000,No,No,6
24,Male,Kaduna,Middle,Novice,Digital Payments,Daily,Mobile App,Security,Paga,3.9,18.51,0,No,No,8
56,Female,Enugu,Low,Novice,Digital Payments,Weekly,USSD,Speed,Opay,2.33,4.62,2000,No,No,2
55,Male,Port Harcourt,Low,Expert,Mobile Banking App,Rarely,Mobile App,Security,Opay,1.98,4.75,500,Yes,Yes,9
38,Male,Lagos,Low,Intermediate,Investment Platforms,Monthly,Mobile App,Low Fees,Kuda,3.96,17.89,500,No,No,7
37,Female,Ibadan,Middle,Novice,Micro-Lending,Monthly,Mobile App,Low Fees,Paga,0.63,3.51,500,Yes,No,4
20,Female,Kano,Low,Novice,Blockchain Services,Monthly,Web Platform,Low Fees,Kuda,4.48,4.13,500,No,No,2
39,Male,Kaduna,Low,Intermediate,Investment Platforms,Monthly,USSD,Security,FairMoney,2.48,16.79,2000,No,No,8
64,Male,Enugu,Middle,Intermediate,Investment Platforms,Daily,Web Platform,Low Fees,Carbon,2.77,12.25,2000,No,No,2
21,Male,Lagos,Middle,Novice,Blockchain Services,Rarely,Web Platform,Speed,FairMoney,3.35,9.36,2000,No,No,2
45,Male,Kaduna,Low,Novice,Investment Platforms,Monthly,Agent Banking,Low Fees,Kuda,1.73,12.19,1000,No,Yes,9
29,Male,Abuja,Low,Novice,Investment Platforms,Daily,USSD,Security,Carbon,3.19,17.88,0,No,No,4
55,Male,Port Harcourt,Middle,Novice,Blockchain Services,Weekly,Agent Banking,Convenience,Opay,3.62,15.75,0,No,No,7
53,Female,Abuja,High,Expert,Micro-Lending,Weekly,Mobile App,Security,FairMoney,1.03,14.6,500,No,No,4
64,Female,Enugu,Low,Intermediate,Blockchain Services,Daily,USSD,Speed,Kuda,2.84,19.6,500,No,No,5
58,Female,Abuja,Middle,Intermediate,Mobile Banking App,Daily,USSD,Speed,FairMoney,1.98,11.62,0,No,No,1
22,Male,Abuja,Low,Intermediate,Mobile Banking App,Daily,Web Platform,Security,Paga,3.01,2.61,0,No,No,1
30,Female,Port Harcourt,Low,Novice,Mobile Banking App,Monthly,Mobile App,Low Fees,Kuda,0.6,10.01,0,No,No,3
40,Male,Port Harcourt,Middle,Intermediate,Mobile Banking App,Daily,Web Platform,Low Fees,Carbon,3.84,4.19,2000,No,No,6
47,Male,Port Harcourt,Low,Expert,Digital Payments,Weekly,Agent Banking,Convenience,PalmPay,1.26,4.54,2000,No,No,1
54,Female,Kaduna,Middle,Intermediate,Micro-Lending,Daily,Mobile App,Low Fees,FairMoney,3.6,6.96,2000,Yes,No,4
42,Male,Port Harcourt,High,Novice,Digital Payments,Monthly,Web Platform,Speed,FairMoney,3.96,9.17,500,No,No,9
44,Male,Abuja,High,Intermediate,Investment Platforms,Rarely,Web Platform,Low Fees,Paga,3.89,10.93,2000,No,No,2
31,Male,Ibadan,Low,Expert,Investment Platforms,Weekly,Web Platform,Security,Carbon,4.18,5.47,0,No,No,2
64,Male,Ibadan,Low,Novice,Blockchain Services,Daily,Mobile App,Security,FairMoney,1.88,7.96,500,No,No,2
53,Male,Port Harcourt,High,Novice,Mobile Banking App,Weekly,Agent Banking,Convenience,PalmPay,4.85,7.34,500,Yes,No,7
56,Male,Kaduna,Low,Expert,Blockchain Services,Monthly,USSD,Speed,FairMoney,0.61,8.89,2000,No,No,7
33,Female,Kano,Middle,Expert,Investment Platforms,Monthly,Web Platform,Security,Paga,2.67,4.39,500,No,No,6
39,Male,Lagos,Low,Novice,Mobile Banking App,Monthly,Mobile App,Speed,PalmPay,1.72,9.45,0,Yes,No,2
38,Male,Enugu,Low,Novice,Micro-Lending,Daily,USSD,Low Fees,Opay,3.83,12.2,500,No,No,5
38,Male,Kaduna,Low,Novice,Investment Platforms,Daily,Web Platform,Convenience,Opay,4.12,4.2,1000,No,No,6
25,Male,Kano,High,Novice,Blockchain Services,Daily,Mobile App,Convenience,FairMoney,4.2,11.61,0,No,Yes,6
33,Female,Enugu,High,Expert,Blockchain Services,Rarely,Agent Banking,Low Fees,Kuda,1.84,15.73,0,Yes,No,6
48,Female,Kano,Low,Novice,Investment Platforms,Weekly,Web Platform,Security,Kuda,1.73,2.64,2000,No,No,6
59,Male,Kano,High,Novice,Digital Payments,Monthly,Mobile App,Speed,Kuda,3.55,3.33,0,No,No,1
27,Male,Ibadan,Low,Expert,Micro-Lending,Monthly,Web Platform,Speed,Kuda,4.68,10.66,0,Yes,No,4
49,Male,Lagos,Low,Novice,Investment Platforms,Monthly,Mobile App,Speed,FairMoney,1.64,17.77,500,No,No,1
51,Female,Kano,Middle,Intermediate,Investment Platforms,Daily,Agent Banking,Security,PalmPay,4.6,19.96,1000,No,No,3
26,Female,Port Harcourt,Middle,Novice,Blockchain Services,Daily,Agent Banking,Low Fees,Paga,3.16,4.13,500,No,No,2
34,Female,Enugu,Low,Expert,Mobile Banking App,Rarely,Mobile App,Speed,Paga,3.82,2.82,1000,No,No,2
28,Female,Kaduna,Low,Expert,Mobile Banking App,Rarely,USSD,Security,Kuda,2.48,6.5,0,No,Yes,6
49,Male,Ibadan,High,Novice,Mobile Banking App,Weekly,Agent Banking,Speed,Opay,4.13,10.68,500,No,No,1
27,Female,Enugu,High,Expert,Blockchain Services,Monthly,Web Platform,Security,Carbon,4.87,12.51,500,No,No,4
39,Female,Port Harcourt,High,Expert,Mobile Banking App,Daily,Agent Banking,Low Fees,Kuda,1.27,19.54,2000,No,No,9
34,Male,Port Harcourt,Low,Expert,Investment Platforms,Daily,Web Platform,Speed,Kuda,2.24,18.05,500,Yes,No,3
21,Male,Kano,Middle,Novice,Digital Payments,Weekly,Agent Banking,Low Fees,FairMoney,4.38,12.34,1000,No,No,8
64,Female,Port Harcourt,Low,Novice,Digital Payments,Monthly,Agent Banking,Convenience,Opay,1.3,8.83,1000,Yes,No,9
42,Female,Lagos,High,Novice,Digital Payments,Weekly,Web Platform,Security,Carbon,2.36,8.12,0,No,No,2
38,Female,Port Harcourt,Low,Novice,Mobile Banking App,Weekly,Agent Banking,Convenience,PalmPay,1.25,12.52,2000,No,No,5
54,Female,Kano,Low,Novice,Digital Payments,Daily,Web Platform,Low Fees,PalmPay,3.42,15.12,2000,No,No,6
55,Male,Enugu,Middle,Novice,Mobile Banking App,Weekly,Web Platform,Low Fees,Carbon,1.57,10.93,500,No,Yes,5
18,Male,Port Harcourt,High,Intermediate,Investment Platforms,Rarely,Agent Banking,Low Fees,Carbon,2.21,7.83,0,No,No,6
42,Female,Ibadan,Middle,Intermediate,Investment Platforms,Daily,Agent Banking,Speed,PalmPay,2.71,13.23,1000,No,No,5
53,Female,Kaduna,Low,Expert,Blockchain Services,Monthly,Web Platform,Speed,Kuda,1.84,12.26,2000,No,No,7
34,Female,Ibadan,Middle,Expert,Blockchain Services,Monthly,Mobile App,Low Fees,Kuda,3.56,9.98,0,No,No,5
58,Female,Ibadan,High,Novice,Micro-Lending,Monthly,Agent Banking,Low Fees,FairMoney,1,15.6,500,No,No,5
41,Female,Enugu,Low,Intermediate,Investment Platforms,Rarely,USSD,Speed,Opay,4.46,7.44,2000,No,No,7
19,Male,Abuja,High,Intermediate,Mobile Banking App,Weekly,Agent Banking,Speed,Carbon,2.67,10.99,500,No,No,3
57,Male,Kaduna,High,Novice,Micro-Lending,Weekly,Mobile App,Security,Kuda,3.08,18.96,1000,No,No,7
32,Male,Ibadan,Low,Novice,Investment Platforms,Daily,Mobile App,Low Fees,Kuda,3.3,15.15,1000,No,No,8
49,Female,Ibadan,Low,Expert,Mobile Banking App,Weekly,Agent Banking,Speed,Opay,0.77,9.29,0,No,No,5
56,Female,Abuja,Low,Novice,Investment Platforms,Weekly,Agent Banking,Speed,Carbon,3.91,12.06,500,No,Yes,4
23,Male,Enugu,Low,Expert,Investment Platforms,Daily,USSD,Convenience,Opay,4.76,9.6,0,No,No,2
18,Male,Kaduna,Middle,Expert,Mobile Banking App,Rarely,Agent Banking,Low Fees,Opay,2.84,4.47,1000,No,No,5
64,Female,Ibadan,Middle,Novice,Investment Platforms,Monthly,Mobile App,Low Fees,PalmPay,2.26,8.36,2000,No,No,6
40,Male,Kano,Middle,Expert,Investment Platforms,Daily,USSD,Speed,Opay,4.03,17.56,1000,No,No,9
56,Female,Enugu,Low,Novice,Investment Platforms,Daily,Agent Banking,Convenience,Carbon,3.74,10.57,0,No,Yes,6
34,Female,Kaduna,Middle,Expert,Blockchain Services,Daily,USSD,Security,Kuda,3.43,12.73,500,No,No,6
51,Male,Ibadan,Middle,Expert,Digital Payments,Weekly,USSD,Low Fees,Kuda,4.84,5.68,1000,No,No,6
58,Male,Ibadan,High,Novice,Investment Platforms,Monthly,Mobile App,Security,PalmPay,3.12,8.73,0,No,No,8
46,Male,Abuja,Low,Intermediate,Mobile Banking App,Weekly,Mobile App,Low Fees,Carbon,1.62,18.76,500,No,Yes,6
26,Female,Kaduna,Middle,Intermediate,Investment Platforms,Daily,Web Platform,Speed,Kuda,0.61,8,0,No,No,1
30,Female,Kano,High,Novice,Blockchain Services,Daily,Mobile App,Security,Opay,2.54,6.88,1000,No,No,1
23,Male,Enugu,Middle,Expert,Blockchain Services,Weekly,Web Platform,Low Fees,Paga,3.44,3.48,500,No,No,2
23,Female,Port Harcourt,Low,Novice,Investment Platforms,Weekly,Mobile App,Security,Paga,1.27,4.2,1000,No,No,1
37,Female,Lagos,Low,Intermediate,Micro-Lending,Daily,Mobile App,Speed,Paga,0.62,12.73,1000,No,No,3
20,Female,Kano,High,Novice,Digital Payments,Daily,Web Platform,Convenience,Paga,4.59,14.05,1000,No,No,3
34,Male,Port Harcourt,Low,Intermediate,Mobile Banking App,Daily,Web Platform,Convenience,Opay,1.86,13.73,1000,No,Yes,4
29,Female,Kano,High,Expert,Mobile Banking App,Weekly,Web Platform,Security,Kuda,2.6,11.95,1000,No,Yes,6
64,Male,Kaduna,High,Intermediate,Mobile Banking App,Weekly,USSD,Security,PalmPay,0.91,11.09,0,No,No,7
62,Male,Port Harcourt,Low,Intermediate,Mobile Banking App,Monthly,Web Platform,Security,Opay,2.22,3.76,2000,No,Yes,9
18,Female,Kaduna,Middle,Intermediate,Blockchain Services,Weekly,USSD,Low Fees,Kuda,2.41,17.21,2000,No,No,8
34,Male,Port Harcourt,Low,Novice,Digital Payments,Weekly,USSD,Speed,Carbon,4.56,11.48,1000,No,No,6
20,Female,Kano,Low,Novice,Investment Platforms,Daily,Web Platform,Security,Kuda,4.39,4.81,1000,No,No,9
43,Male,Abuja,Middle,Novice,Investment Platforms,Daily,Web Platform,Convenience,Kuda,1.35,4.88,1000,No,No,4
32,Male,Kano,Middle,Novice,Micro-Lending,Weekly,Web Platform,Low Fees,Kuda,3,11.48,500,No,No,6
53,Female,Kaduna,Low,Novice,Investment Platforms,Daily,Mobile App,Security,Opay,3.79,6.78,1000,No,Yes,7
49,Male,Kano,High,Expert,Digital Payments,Weekly,Mobile App,Low Fees,Kuda,1.81,18.63,500,No,No,2
49,Male,Port Harcourt,Low,Expert,Investment Platforms,Daily,Web Platform,Security,Kuda,2.27,11.23,0,No,No,1
21,Male,Lagos,Middle,Novice,Blockchain Services,Daily,Agent Banking,Security,Carbon,4.93,19.62,2000,Yes,No,8
35,Female,Port Harcourt,Middle,Novice,Investment Platforms,Daily,Web Platform,Low Fees,Carbon,3.92,15.35,1000,No,No,8
36,Female,Ibadan,Low,Novice,Mobile Banking App,Monthly,Agent Banking,Speed,Paga,2.47,16.69,2000,Yes,No,7
60,Male,Kano,High,Expert,Mobile Banking App,Weekly,Mobile App,Speed,FairMoney,2.9,9.31,0,Yes,Yes,9
52,Male,Enugu,Middle,Novice,Mobile Banking App,Daily,Mobile App,Convenience,Opay,3.32,4.85,2000,No,No,9
57,Male,Kano,Middle,Intermediate,Mobile Banking App,Daily,Agent Banking,Speed,Kuda,2.74,14.57,0,No,Yes,3
31,Female,Abuja,Middle,Intermediate,Blockchain Services,Weekly,Mobile App,Speed,Paga,2.35,9.62,1000,No,No,1
50,Female,Kaduna,Low,Intermediate,Blockchain Services,Monthly,Web Platform,Low Fees,Paga,2.12,19.11,0,Yes,No,9
